you can punch anyone you like,1
these are the super rep shoes,1
where you at mom,1
where you at dad,1
it's funny because this year was something was a year that i was reflecting,1
if you want to waddle over to your computer and ask your question type it up,1
so I don't envy you,1
what does it mean to you to represent as an asian-american woman and athlete,1
well if you haven't already done my kick it off program which is a really great total body beginner strength program or anybody can really do it,1
i think i've lost everybody there,1
i'll be honest,1
let's just take a little nap,1
they're gonna feel the waterfalls of progress watching over us haha,1
that's actually what i made this morning for breakfast,1
feel like i'm standing under a waterfall,1
thank you guys so much for joining me today,1
thanks for participating,1
i haven't gotten to eat them yet though,1
this is a great shoe for hiit so today it was a perfect workout,1
i just figured if you're gonna be here of filming we might as well go in at the deep end right we might as well just go in and get it done,1
and what i have had to really think about this time is changing things and looking at everything as an opportunity you know,1
hey guys it's kelly,1
i don't envy her one little bit,1
i can't tell you how excited we are to have these guys all the way over from vermont usa,1
yeah i'd love to have you as a friend right,1
friend me on social media,1
it's been really fun to watch all of you guys tuning in the past few weeks and months at this point it's been really inspiring,1
i feel lucky to be here with these wonderful body projectors,1
there's eight brand new episodes in this program and the full daily schedule is on my website,1
Check out the episodes on my website,1
Check out the schedule on my ewbsite,1
Check out my website,1
We have lots of new episodes,1
Go to my website at www dot com,1
protein can help muscle recovery after workout,1
i'll clean that name up later,1
i love you guys,1
sam is in the chat working out with us,1
Enter stuff into the chat,1
Type up a comment in the chat,1
don't know why people don't like me anymore,1
and we have wade and angie mullins with us and they're here to show you how it's done,1
i didn't make that up,1
make sure you check out has fit komm where we have free workouts free meal plans and our complete fitness programs,1
check out our free workouts,1
check out our free meal plan,1
check out our complete fitness program,1
check out our other YouTube videos,1
check out our other exercise videos,1
check out our other videos,1
i prefer chocolate chip banana pancakes,1
I love eating food,1
do share your progress with the rest of the community on youtube instagram or join my discord server,1
Follow me on social media,1
"Follow me on Instagram, Facebook, SnapChat, Twitter, TikTok",1
do you want to be a cactus,1
i love it so many different cities joining in a chat right now from all over the us and i know my toronto fam is here too,1
Lots of people are joining the chat right now,1
Lots of people are working out with us,1
