and march,1
burpees and plank,1
keep marching if you have to,1
plank ,1
a wide squat ,1
keep marching keep moving,1
bring it up to plank,1
little march,1
squat up ,1
march it out ,1
walking plank ,1
touch and raise into the right knee,2
raise the knee up without the jump ,2
so we're driving our hips backwards,2
take the elbow down and then open it up,2
bring that knee to your chest,2
tap those feet out now,2
all the other muscles are taking over,2
come on left foot planted,2
quick feet quick feet,2
bring those feet up to kick your bum ,2
knees underneath the hips,2
chest up ,2
try your best not to hyperextend your back,2
"keep that tailbone tucked in
nice and strong",2
let's get the hamstrings warm now,2
shoulders back,2
keeping the feet right where they are,2
stretch out right leg first with the quad core tight,2
nice and strong core tight,2
squeeze your buns ,2
straighten out those legs a little bit more,2
bring the legs up a little bit higher,2
you're going to run your knees in,2
bringing your shoulders up to your ears,2
keeping those elbows in by your side ,2
light on those toes ,2
core strong,2
lift the left knee now,2
curl those pinkies,2
squeeze those triceps,2
a little arm movement,2
core tight,2
that knee I want it to go up,2
move those feet move those feet,2
chest up on this as we squat ,2
knee comes up ,2
bring one leg to the side,3
up at the top,3
keep that chest lifted ,3
hop hop reach down hop hop reach down hop hop,3
down and center ,3
sit it back hinge it forward,3
keep it going pulling back,3
we're gonna go over to the other side,3
gotta get those knees up ,3
not getting a bunch of momentum involved,3
flinging them back down,3
bring the leg back,3
press it straight up all the way back down ,3
try to reach to the ceiling,3
don't bounce off the ground,3
one direction only,3
take it high and then just come slightly lower ,3
actively push in the ground ,3
back to the center,3
take a 90 degrees jump to the other side,3
and then coming down,3
flip it over to the other side ,3
other side,3
you're straight,3
so we're bent over,3
take it straight back ,3
drive it up towards the ceiling,3
hold it low,3
as you step back arms come up and back to center ,3
dig into the floor,3
or you can keep it on the ground,3
like a nice stretch through the quads,4
getting that heart rate up,4
getting a lot of different body parts worked in this one,4
the standing leg that gets that deep burn,4
feeling it more in those quads,4
you're gonna find that that build up is intense,4
you've got that water,5
you need both weights for this next one,5
you don't want to fling or swing the dumbbells around,5
she's going to be using one dumbbell I'm going to use two,5
a chair or a box,5
I'm using my weights,5
we're going to start off,6
officially start it in a second,6
the first exercise is going to be,6
we are done,7
it is done,7
we've got 40 seconds on and 20 seconds off,8
five more seconds that's it,8
this is it we have five seconds,8
we're not done yet,8
let's go 20 seconds of stars,8
not much left,8
three two one plank hold,9
you can take a break whenever you need to,9
three come on two and one,9
you can go slow,9
we're gonna pick it up three two one,9
take an extra break whenever you need to,9
take it down for four three two one reset,9
we're gonna speed it up a little bit,9
in three come on in two and one let's go,9
and five four three two and one,9
then we'll speed it up,9
three two one,9
but please as always you can pause whenever you want to,9
let's go few more seconds three two one tap it out,9
this is the last round,10
last one,10
with a chop one on each side ,10
one more that was fun,10
we're gonna hit three different moves,10
we'll go two more each side ,10
last one all right,10
so now we're going back to those fast feet,11
let's do the same on the other side ,11
then we'll start interweaving that little agility set I got for you,11
we're back to ,11
switch sides,11
what we're gonna do now is I'm gonna give you a hold,11
so we're not done yet we're not done yet,11
fortunately we've got a little bit of time off cardio now,11
one right into the next using good form ,11
big inhale big exhale,12
deep breaths deep breaths,12
"nice work, breathe",12
yeah it's okay just focus on slowing down your breath,12
oh big breathes Wade big breaths big breathes,12
make sure you're 12,12
nice work you got it,13
come on come on Wade,13
let's keep getting it come on let's get,13
happy thoughts happy thoughts come on squad,13
channeling it up now feeling it work,13
it starts to kick in and it becomes all mental right now,13
what a fantastic effort,13
don't worry if it takes you a second to get it,13
especially if you're not used to doing balance work this might feel really new to you,13
drive come on let's push let's work let's dig,13
you're doing great come on squad,13
it's in the mind about determination,13
nice come on,13
whatever level you're at you and me together let's go,13
you're going to get that much better at it,13
we couldn't do it without you literally,13
work through now come on,13
happy thoughts I promise it's almost over,13
come on squad we're doing this together,13
you might notice one sides a little bit harder than the other and that's totally fine,13
Claudia's going to give you a nice side view,14
you're not going here right,14
put it all out there,14
just hold it,14
I'll give you guys a side view here,14
this is the big one,15
let's just take a little nap alright just kidding,15
I just figured if you're gonna be here of filming we might as well go in at the deep end right,15
I don't think I can do that,15
we'll just let that heart rate come down,15
so super Sam always killing it love you girl,15
today's workout is gonna be a ton of fun,15
your personal best effort not my best not Wade's best not Angie's best,15
you didn't want us in this too much on you did ya ,15
how are you doing Angie good Angie,15
I love it so many different cities joining in a chat right now from all over the US and I know my toronto fam is here too,15
see all that took was a short amount of time to break that sweat,15
enjoying that march,15
all our impact everything we do here we will start is one low-impact and two standing,15
and I almost lost my bearings,15
this is another gear yet,15
I can't even talk,15
it's tough enough,15
I'm not so sure right now,15
but overall very comparable movements you decide which one is right for you ,15
I'll be honest I kind of make up a little bit of a lie to getting you in,15
that's how it's feeling,15
that's the good news,15
today's workout is a hundred percent low-impact,15
did you know protein can help muscle recovery after workout,15
go show you some motivation yeah I'd love to have you as a friend right,15
like for me I hurt my right ankle a long time ago and this sides a little wobbly for me,15
because it always helps you recognize where your weaknesses are but not only that you're strengthening them,15
and as long as you're here stretching with us,15
pause buttons there pause buttons your friend whenever you need to use it,15
I think it's getting hot in here should we sand it ,15
this circuit I want you to pretend like the ground’s hot,15
the clock keeps ticking,15
I know your legs are probably starting to feel it I didn't forget about you,15
it's so awesome every single week,15
but there it is flowing through your body and changing your body,15
so all you need today is yourself and a little bit of space around you ,15
it's all winning every single moment that passes,15
my team kicks booty ,15
the physical body can do so much,15
who said you need high impact to get a fantastic heart raising super tough body changing life transforming workout,15
loving the energy guys,15
and I was actually born in the Philippines and I came to the US when I was only 2 years old,15
however you did with it it is done,15
we don't forget about that but oh it's hot it's hot it's hot it's hot it's hot it's hot it's hot good ,15
that's how we feel that's who we are,15
we're just getting those legs nice and warm ,15
get nice and low ,16
keeping it nice and strong,16
stay with it,16
make sure you're doing the form right,16
stay nice and under control,16
keeping that core nice and tight ,16
we'll try to get a little explosion,16
this one's under control ,16
goblet squat,17
and stars,17
the next move is a lateral lunge,17
dumbell t-row,17
high planking ,17
