hey,hey,4.61,4.74
everybody,everybody,4.74,5.28
it's,it's,5.35,5.54
your,your,5.54,5.72
personal,personal,5.72,6.16
trainer,trainer,6.16,6.5600000000000005
coach,coach,6.56,6.83
Kozak,<unk>,6.85,7.33
here,here,7.33,7.48
from,from,7.48,7.65
HASFIT,<unk>,7.65,8.21
And,and,8.28,8.469999999999999
I'm,i'm,8.47,8.64
Claudia,claudia,8.639999,9.149999
and,and,9.16,9.35
this,this,9.349999,9.459999
is,is,9.46,9.56
our,our,9.559999,9.679998999999999
beginner,beginner,9.679999,10.149999000000001
weight,weight,10.15,10.38
training,training,10.38,10.71
routine,routine,10.71,11.200000000000001
this,this,11.41,11.61
routine,routine,11.61,11.91
is,is,11.91,12.0
great,great,12.0,12.31
for,for,12.309999,12.419998999999999
both,both,12.42,12.67
men,men,12.69,13.129999999999999
and,and,13.16,13.53
women,women,13.53,13.93
of,of,14.07,14.27
a,a,14.27,14.32
beginner,beginner,14.32,14.75
fitness,fitness,14.75,15.21
level,level,15.21,15.620000000000001
the,the,15.7,15.84
only,only,15.839999,16.079999
equipment,equipment,16.09,16.44
required,required,16.440001,16.930000999999997
for,for,16.93,17.06
this,this,17.059999,17.269999000000002
workout,workout,17.27,17.86
is,is,18.07,18.330000000000002
a,a,18.33,18.4
pair,pair,18.4,18.669999999999998
of,of,18.67,18.8
dumbbells,dumbbells,18.8,19.45
now,now,19.66,19.85
that,that,19.85,20.150000000000002
weight,weight,20.45,20.849999999999998
of,of,20.86,21.03
the,the,21.03,21.11
dumbbells,dumbbells,21.11,21.669999999999998
is,is,21.67,21.840000000000003
going,going,21.84,21.88
to,to,21.88,21.9
be,be,21.91,22.06
totally,totally,22.06,22.73
determined,determined,22.89,23.47
by,by,23.47,23.75
your,your,23.75,24.03
current,current,24.03,24.37
fitness,fitness,24.37,24.790000000000003
level,level,24.79,25.15
just,just,25.29,25.619999999999997
remember,remember,25.62,26.12
it's,it's,26.130000000000003,26.360000000000003
much,much,26.369999999999997,26.939999999999998
better,better,27.25,27.73
to,to,27.73,27.92
start,start,27.92,28.330000000000002
light,light,28.33,28.63
and,and,28.639999,28.959999
work,work,28.96,29.27
your,your,29.27,29.39
way,way,29.389999,29.669999
up,up,29.67,29.930000000000003
