what,what,0.1,0.56
is,is,0.6,0.9299999999999999
up,,,
I'm,i'm,0.98,1.26
Nike,nike,1.52,1.83
Master,master,1.83,2.21
Trainer,trainer,2.21,2.53
Betina,<unk>,2.53,2.8899999999999997
Gozo,,,
and,and,3.38,3.56
welcome,welcome,3.75,4.37
to,to,4.37,4.54
our,our,4.54,4.67
NTC,<unk>,4.7,5.17
community,community,5.17,5.53
workout,workout,5.53,6.0600000000000005
we're,we're,6.24,6.37
coming,coming,6.37,6.61
at,at,6.61,6.800000000000001
you,you,6.8,6.9399999999999995
live,live,6.94,7.3100000000000005
from,from,7.32,7.48
my,my,7.48,7.65
living,living,7.65,7.92
room,room,7.92,8.12
here,here,8.13,8.530000000000001
in,in,8.639999,8.679998999999999
Los,los,8.7,8.989999999999998
Angeles,angeles,9.0,9.41
I'm,i'm,9.44,9.57
so,so,9.57,9.82
excited,excited,9.82,10.25
to,to,10.26,10.28
have,have,10.29,10.52
you,you,10.52,10.629999999999999
today,today,10.63,10.98
so,so,11.139999,11.239999
let's,let's,11.24,11.4
just,just,11.42,11.61
get,get,11.61,11.79
right,right,11.79,12.01
into,into,12.009999,12.349999
it,it,12.349999,12.499999
we're,we're,12.66,12.790000000000001
just,just,12.79,12.93
gonna,gonna,12.929999,13.099999
start,start,13.099999,13.289999
to,to,13.29,13.36
bounce,bounce,13.36,13.639999999999999
side,side,13.639999,13.889999
to,to,13.889999,13.979999
side,side,13.98,14.33
getting,getting,14.38,14.610000000000001
that,that,14.61,14.76
heart,heart,14.77,15.01
rate,rate,15.009999,15.299999
up,up,15.57,15.76
today's,today's,16.279999,16.589999
workout,workout,16.59,16.98
is,is,16.98,17.12
gonna,gonna,17.119999,17.329999
be,be,17.34,17.56
a,a,17.59,17.73
ton,ton,17.779999,18.059999
of,of,18.059999,18.229999000000003
fun,fun,18.25,18.58
all,all,18.74,18.959999999999997
you,you,18.96,19.130000000000003
need,need,19.13,19.29
is,is,19.29,19.43
yourself,yourself,19.43,20.0
a,a,20.23,20.36
mat,mat,20.36,20.64
if,if,20.64,20.740000000000002
you,you,20.75,20.9
have,have,20.9,21.24
one,one,21.240000000000002,21.560000000000002
of,of,21.68,21.84
course,course,21.84,22.11
some,some,22.12,22.32
water,water,22.32,22.59
because,because,22.59,22.76
we're,we're,22.759999999999998,22.9
really,really,22.9,23.189999999999998
gonna,gonna,23.19,23.34
get,get,23.34,23.5
after,after,23.5,23.83
it,it,23.83,23.939999999999998
today,today,23.94,24.360000000000003
we're,we're,24.56,24.68
gonna,gonna,24.68,24.83
start,start,24.83,25.08
off,off,25.08,25.139999999999997
with,with,25.17,25.32
our,our,25.32,25.45
warmup,warmup,25.45,25.75
then,then,26.429999000000002,26.599999000000004
we'll,we'll,26.599999,26.689999
go,go,26.689999999999998,26.819999999999997
with,with,26.82,26.95
a,a,26.95,26.99
little,little,26.990000000000002,27.19
core,core,27.189999999999998,27.689999999999998
then,then,28.07,28.18
we'll,,,
get,get,28.3,28.470000000000002
that,that,28.469999,28.579999
heart,heart,28.58,28.799999999999997
rate,rate,28.8,28.970000000000002
up,up,28.969999,29.139999000000003
a,a,29.139999,29.189999
little,little,29.189999999999998,29.419999999999998
bit,bit,29.42,29.64
then,then,29.639999,29.759999
we'll,we'll,29.759999,29.849999
take,take,29.849999,30.029999
it,it,30.03,30.11
to,to,30.11,30.21
a,a,30.21,30.28
strength,strength,30.28,30.55
set,set,30.559998999999998,30.889998999999996
then,then,31.099999,31.229999
we'll,we'll,31.23,31.32
start,start,31.32,31.54
interweaving,<unk>,31.54,31.55
that,that,32.4,32.43
little,little,32.599999,32.859998999999995
agility,agility,33.269999999999996,33.73
set,set,33.74,33.940000000000005
I,i,33.94,34.0
got,got,34.0,34.24
for,for,34.239999999999995,34.379999999999995
you,you,34.379999,34.529999
and,and,35.09,35.27
then,then,35.269999999999996,35.4
boom,boom,35.4,35.64
we'll,we'll,35.639999,35.709999
have,have,35.709998999999996,35.859998999999995
a,a,35.859999,35.909999
finisher,finisher,35.91,36.44
then,then,36.71,36.85
I'll,i'll,36.85,36.93
answer,answer,36.93,37.19
some,some,37.19,37.309999999999995
of,of,37.31,37.38
your,your,37.38,37.470000000000006
questions,questions,37.47,37.96
then,then,38.29,38.48
we'll,we'll,38.48,38.65
be,be,38.65,38.85
done,done,39.34,39.480000000000004
so,so,39.94,40.08
let's,let's,40.08,40.3
just,just,40.3,40.459999999999994
go,go,40.46,40.61
ahead,,,
and,and,40.72,40.8
meet,meet,40.8,41.01
at,at,41.07,41.23
the,the,41.230000000000004,41.32000000000001
back,back,41.32,41.53
of,of,41.53,41.63
the,,,
mat,mat,41.68,41.92
here,here,41.92,42.17
if,if,42.2,42.24
you,you,42.24,42.34
have,have,42.34,42.46
one,one,42.61,42.81
big,big,43.25,43.39
reach,reach,43.58,43.730000000000004
up,up,43.730000000000004,43.75
nice,nice,44.24,44.510000000000005
and,and,44.51,44.669999999999995
high,high,44.67,45.11
bend,bend,45.33,45.629999999999995
those,those,45.63,45.900000000000006
knees,knees,45.9,46.32
and,and,46.55,46.879999999999995
walk,walk,46.88,47.330000000000005
it,it,47.33,47.47
out,out,47.480000000000004,47.720000000000006
into,into,47.719999,47.949999
a,a,47.95,48.040000000000006
high,high,48.04,48.4
plank,plank,48.4,48.699999999999996
position,position,48.7,49.32
rock,rock,49.719999,50.139999
forward,forward,50.139999,50.499999
and,and,50.5,50.68
back,back,50.95,51.1
maybe,maybe,51.75,52.03
on,on,52.029999000000004,52.11999900000001
those,those,52.119999,52.329999
wrists,wrists,52.33,52.57
a,a,52.57,52.660000000000004
little,little,52.66,52.87
bit,bit,52.869999,53.149999
maybe,maybe,53.199999,53.429998999999995
side,side,53.43,53.67
to,to,53.67,53.760000000000005
side,side,53.760000000000005,54.35000000000001
and,and,54.690000999999995,54.92000099999999
then,then,54.92,55.08
walk,walk,55.08,55.5
your,your,55.68,56.03
hands,hands,56.03,56.46
back,back,56.46,56.730000000000004
you,you,56.74,56.88
can,can,56.88,57.04
bend,bend,57.04,57.24
those,those,57.24,57.46
knees,knees,57.47,57.91
a,a,57.91,57.919999999999995
little,little,58.68,59.0
bit,bit,59.0,59.35
for,for,59.41,59.54
a,a,59.54,59.6
little,little,59.6,59.77
more,more,59.769999999999996,59.959999999999994
space,space,59.96,60.35
big,big,60.51,60.73
reach,reach,60.730000000000004,61.00000000000001
up,up,61.03,61.27
take,take,62.01,62.239999999999995
it,it,62.24,62.34
back,back,62.34,62.56
down,down,62.559999,62.959998999999996
we're,we're,63.51,63.629999999999995
gonna,gonna,63.63,63.78
go,go,63.79,63.94
through,through,63.94,64.11
that,that,64.11,64.29
a,a,64.28999999999999,64.33999999999999
few,few,64.34,64.56
times,times,64.559999,64.89999900000001
here,here,64.9,65.22
so,so,66.349999,66.509999
I,i,66.509999,66.57999899999999
have,have,66.59,66.77000000000001
to,to,66.77,66.82
give,give,66.88,67.06
a,a,67.059999,67.129999
shout,shout,67.13,67.56
out,out,67.559999,67.689999
to,to,68.099999,68.189999
my,my,68.52,68.69
girl,girl,68.69,69.14
so,so,69.32,69.66999999999999
super,super,69.67,69.95
Sam,sam,69.95,70.48
for,for,70.889999,71.06999900000001
creating,creating,71.07,71.77999999999999
today's,today's,71.779999,72.109999
amazing,amazing,72.15,73.02000000000001
playlist,<unk>,73.21,73.67999999999999
and,and,74.23,74.33
she's,she's,74.33,74.5
also,also,74.51,74.89
a,a,74.89,74.95
fella,fella,74.95,75.23
Filipina,<unk>,75.24,75.25
and,and,76.19,76.31
we're,we're,76.31,76.48
celebrating,celebrating,76.48,77.25
Asian,asian,77.72,78.24
Pacific,pacific,78.47,78.99
American,american,79.02,79.61
Heritage,heritage,79.61,80.14
Month,month,80.139999,80.349999
here,here,80.389999,80.589999
at,at,80.59,80.72
Nike,nike,80.72,81.2
so,so,81.48,81.71000000000001
we,we,81.71000000000001,81.82000000000001
got,got,81.82,81.94
to,to,81.94,81.98
represent,represent,81.98,82.42
the,the,82.429999,82.549999
Pinas,<unk>,82.55,82.86999999999999
let's,let's,83.02999999999999,83.1
get,get,84.7,84.82000000000001
a,a,84.82,84.88999999999999
few,few,84.889999,85.229999
more,more,85.23,85.54
last,last,86.12,86.55000000000001
one,one,86.549999,86.839999
after,after,86.839999,87.249999
this,this,87.25,87.73
big,big,88.15,88.44000000000001
reach,reach,88.440001,88.700001
up,up,88.73,88.92
maybe,maybe,88.93,89.2
straighten,straighten,89.19999899999999,89.46999899999999
out,out,89.469999,89.599999
those,,,
legs,legs,89.73,89.99000000000001
a,,,
little,little,90.129999,90.399999
bit,bit,90.4,90.46000000000001
more,more,90.63,90.94999999999999
walk,walk,91.99,92.38
it,it,92.38,92.53
out,out,92.53,92.73
high,high,92.74,93.05
plank,plank,93.09,93.52000000000001
let's,let's,93.95,94.19
go,,,
ahead,,,
and,and,94.83,95.06
take,take,95.06,95.27
that,that,95.27,95.44
foot,foot,95.61,95.84
outside,outside,95.86,96.31
of,of,96.31,96.44
your,your,96.44,96.59
hand,hand,96.59,97.02000000000001
I,i,97.44,97.53999999999999
want,want,97.54,97.69000000000001
you,you,97.69,97.83
to,,,
take,take,97.83,98.03
the,the,98.03,98.11
elbow,elbow,98.11,98.42
down,down,98.42,98.98
and,and,99.22,99.46
then,then,99.46000000000001,99.61000000000001
open,open,99.69,100.03999999999999
it,it,100.03999999999999,100.05999999999999
up,up,100.139999,100.299999
big,big,100.309999,100.659999
reach,reach,100.66,100.88
try,try,100.88,101.0
to,to,101.0,101.06
reach,reach,101.11,101.33
to,,,
the,the,101.45,101.47
ceiling,ceiling,101.469999,101.769999
big,big,101.78,102.04
spread,spread,102.059999,102.369999
through,through,102.37,102.42
the,the,102.469999,102.579999
chest,chest,102.58,102.92
take,take,103.24,103.50999999999999
it,it,103.509999,103.61999899999999
back,back,103.62,103.85000000000001
down,down,103.849999,104.179999
big,big,104.65,105.43
exhale,exhale,105.469999,106.089999
all,all,106.279999,106.499999
the,the,106.5,106.58
way,way,106.58,106.78
up,up,106.809999,107.06999900000001
fully,fully,108.369999,108.75999900000001
extend,extend,108.76,109.12
that,that,109.12,109.28
leg,leg,109.28,109.44
back,back,109.48,109.74000000000001
if,,,
you,you,109.86,109.95
feel,feel,109.95,110.13000000000001
comfortable,comfortable,110.13,110.6
or,or,110.89,111.07000000000001
you,you,111.07,111.13999999999999
can,can,111.14,111.25
keep,keep,111.25,111.45
it,it,111.45,111.54
on,on,111.55,111.7
the,the,111.7,111.79
ground,ground,111.79,112.15
we'll,we'll,112.41,112.53999999999999
get,get,112.54,112.75
two,two,112.76,113.0
more,more,113.0,113.24
just,just,113.25,113.62
like,like,113.62,113.85000000000001
that,that,113.85,114.08999999999999
big,big,114.09,114.34
reach,reach,114.34,114.63000000000001
up,up,114.63,114.85
and,and,115.94,116.14
then,then,116.139999,116.279999
last,last,116.28,116.61
one,one,116.61,116.9
take,take,116.94,117.12
it,it,117.12,117.26
down,down,117.26,117.67
open,open,118.28,118.69
it,it,118.69,118.8
up,up,118.8,118.96
alright,alright,120.23,120.62
let's,let's,120.62,120.75
place,place,120.75,120.98
both,both,120.98,121.2
hands,hands,121.2,121.41
on,on,121.41,121.47
the,the,121.469999,121.559999
ground,ground,121.559999,121.829999
push,push,121.83,122.07
yourself,yourself,122.07,122.41
back,back,122.429999,122.709999
into,into,122.71000000000001,122.85000000000001
that,that,122.849999,123.019999
high,high,123.02,123.25999999999999
plank,plank,123.259999,123.629999
let's,let's,123.889999,124.089999
take,take,124.09,124.27000000000001
the,the,124.27,124.39
other,other,124.4,124.68
foot,foot,124.68,124.88000000000001
outside,outside,124.889999,125.519999
you,you,125.66,125.78999999999999
can,can,125.789999,125.909999
rest,rest,125.91,126.11999999999999
that,that,126.119999,126.309999
knee,knee,126.31,126.61
or,or,126.88,127.22999999999999
extend,extend,127.49,128.12
big,big,128.13,128.54
reach,reach,128.54,128.95
up,up,129.06,129.37
how,how,130.79,131.04
fun,fun,131.04,131.29999999999998
is,is,131.3,131.42000000000002
it,it,131.42,131.55999999999997
that,that,131.56,131.7
we,we,131.7,131.82
get,get,131.82,131.98
to,to,131.98,132.09
work,work,132.09,132.38
out,out,132.42,132.75
together,together,133.25,133.79
all,all,134.309999,134.57999900000002
of,of,134.58,134.71
us,us,134.71,134.89000000000001
every,every,134.929999,135.22999900000002
single,single,135.23,135.54999999999998
week,week,135.55,135.82000000000002
bringing,bringing,136.37,136.76
you,you,136.76,136.98999999999998
live,live,137.84,138.20000000000002
workouts,workouts,138.21,138.61
from,from,138.61,138.79000000000002
our,our,138.79,138.94
living,living,138.94,139.29
room,room,139.29,139.51999999999998
what's,what's,140.38,140.63
up,up,140.63,140.82999999999998
Quinn,quinn,140.83,141.02
I,i,141.38,141.47
hope,hope,141.469999,141.699999
you're,you're,141.7,141.81
ready,ready,141.809999,142.029999
for,for,142.029999,142.159999
a,a,142.16,142.23
great,great,142.23,142.59
workout,workout,142.59,143.17000000000002
we've,we've,144.07999999999998,144.17999999999998
got,got,144.190001,144.380001
two,two,144.39,144.55999999999997
more,more,144.56,144.76
just,just,144.76,145.0
like,like,145.0,145.16
that,that,145.16,145.44
take,take,146.13,146.29
it,it,146.29,146.32999999999998
down,,,
big,big,147.63,148.03
reach,reach,148.03,148.43
all,all,149.31,149.58
right,right,149.58,149.87
let's,let's,149.88,150.04
go,go,150.04,150.14
ahead,,,
and,,,
place,place,150.24,150.49
the,the,150.49,150.59
hand,hand,150.59,150.85
down,down,150.85,151.19
we're,we're,151.38,151.51999999999998
gonna,gonna,151.52,151.72
bring,bring,151.73,151.94
it,it,151.94,152.04
back,back,152.04,152.20999999999998
to,to,152.21,152.33
that,that,152.33,152.49
high,high,152.49,152.74
plank,plank,152.74,153.12
bend,bend,153.13,153.39
those,those,153.389999,153.61999899999998
knees,knees,153.62,154.0
walk,walk,154.27,154.72
those,those,154.76,154.95999999999998
hands,hands,154.96,155.33
back,back,155.34,155.66
roll,roll,155.99,156.47
yourself,yourself,156.469999,156.989999
up,up,156.99,157.12
nice,nice,157.12,157.39000000000001
and,and,157.389999,157.55999899999998
slow,slow,157.559999,157.979999
we're,we're,158.58,158.70000000000002
just,just,158.7,158.88
gonna,gonna,158.88,159.04
take,take,159.08,159.29000000000002
into,into,159.29,159.54999999999998
a,a,159.549999,159.66999900000002
regular,regular,159.67,160.05999999999997
reverse,reverse,160.059999,160.439999
lunge,lunge,160.440001,160.800001
so,so,161.01,161.16
stepping,stepping,161.16,161.59
it,it,161.59,161.72
back,back,161.719999,162.109999
you,you,162.27,162.36
can,,,
rest,,,
the,,,
knee,knee,162.8,162.96
on,on,162.96,163.06
the,the,163.06,163.16
ground,ground,163.16,163.44
we'll,we'll,163.44,163.53
drive,drive,163.53,163.91
through,through,163.92,164.01999999999998
the,the,164.02,164.13000000000002
heel,heel,164.13,164.54
bring,bring,164.79,165.0
it,it,165.0,165.1
back,back,165.1,165.31
together,together,165.31,165.79
shoulders,shoulders,166.0,166.42
are,are,166.42,166.51999999999998
back,back,166.52,166.81
you,you,168.03,168.18
can,can,168.18,168.34
let,let,168.34,168.5
that,that,168.5,168.64
a,,,
knee,knee,168.64,168.77999999999997
just,just,168.78,168.95
go,go,168.95,169.17
a,,,
little,little,169.17,169.41
past,past,169.41,169.76
your,your,169.76,169.88
toe,toe,169.88,170.06
you,you,170.059999,170.13999900000002
don't,don't,170.139999,170.23999899999998
want,want,170.24,170.35000000000002
to,to,170.349999,170.389999
go,go,170.389999,170.509999
too,too,170.57,170.79999999999998
far,far,170.8,171.04000000000002
forward,forward,171.04,171.35
so,so,171.349999,171.419999
your,your,171.42,171.54999999999998
heel,heel,171.55,171.78
comes,comes,171.78,172.03
up,up,172.03,172.24
you,you,172.429999,172.529999
just,,,
want,,,
to,,,
really,really,172.79,173.01999999999998
drive,drive,173.02,173.66
through,through,173.679999,173.999999
that,that,174.009999,174.259999
front,front,174.53,174.8
heel,heel,174.82,175.07999999999998
to,to,175.08,175.20000000000002
bring,bring,175.2,175.35999999999999
yourself,yourself,175.36,175.75
back,back,175.78,176.03
to,to,176.04,176.19
standing,standing,176.19,176.57999999999998
position,position,176.58,177.12
we'll,we'll,177.57,177.72
go,go,177.719999,177.879999
two,two,177.88,178.18
more,more,178.18,178.41
each,each,178.440001,178.67000099999998
side,side,178.67000000000002,179.06
make,make,180.15,180.31
