hey,hey,5.31,5.56
guys,guys,5.56,5.9399999999999995
welcome,welcome,6.19,6.49
back,back,6.5,6.9
so,so,6.9,7.11
today,today,7.11,7.41
I,i,7.59,7.6
thought,thought,7.6,7.79
is,is,7.82,7.970000000000001
a,a,8.04,8.28
full,full,8.309999,8.629999
body,body,8.63,8.91
workout,workout,8.91,9.36
that's,that's,9.36,9.51
gonna,gonna,9.51,9.709999999999999
work,work,9.71,10.010000000000002
multiple,multiple,10.02,10.58
muscle,muscle,10.59,11.01
groups,groups,11.02,11.309999999999999
at,at,11.36,11.51
the,the,11.509999,11.549999
same,same,11.55,11.81
time,time,11.809999,12.179998999999999
it's,it's,12.46,12.670000000000002
also,also,12.69,13.16
gonna,gonna,13.16,13.36
help,help,13.36,13.58
you,you,13.59,13.74
to,to,13.74,13.870000000000001
burn,burn,13.87,14.209999999999999
fat,fat,14.21,14.530000000000001
this,this,14.62,14.86
workout,workout,14.86,15.19
is,is,15.19,15.309999999999999
part,part,15.309999,15.509998999999999
of,of,15.509999,15.649999000000001
a,a,15.65,15.71
lean,lean,15.71,16.01
dance,dance,16.15,16.25
program,program,16.27,16.8
and,and,16.799999,16.999999
you,you,17.069999,17.089999
can,can,17.089999,17.149998999999998
find,find,17.149998999999998,17.369999
the,the,17.369999,17.469998999999998
full,full,17.479999,17.749999
schedule,schedule,17.749999,18.269999
over,over,18.269999,18.429999
here,,,
now,now,19.03,19.310000000000002
don't,don't,19.32,19.55
forget,forget,19.55,19.79
to,to,19.79,19.88
snap,snap,19.88,20.169999999999998
some,some,20.17,20.39
progress,progress,20.4,20.83
photos,photos,20.83,21.229999999999997
and,and,21.259999999999998,21.45
videos,videos,21.45,21.83
so,so,21.83,21.959999999999997
you,you,22.12,22.14
can,can,22.14,22.26
share,share,22.259999999999998,22.54
it,it,22.54,22.56
with,with,22.56,22.61
the,the,22.64,22.79
rest,rest,22.79,23.0
of,of,23.04,23.21
us,us,23.21,23.560000000000002
and,and,23.88,24.04
also,also,24.04,24.43
hit,hit,24.43,24.68
that,that,24.71,24.98
thumbs,thumbs,25.14,25.44
up,up,25.44,25.6
button,button,25.6,26.0
subscribe,subscribe,26.009999999999998,26.549999999999997
internal,internal,26.59,27.06
caches,caches,27.459999999999997,27.7
and,and,27.75,27.979999999999997
let's,let's,27.98,28.02
get,get,28.189999999999998,28.36
started,started,28.36,28.83
we,we,29.139999,29.299999
have,,,
24,<unk>,29.309998999999998,29.959998999999996
exercises,exercises,29.969999,30.579999
today,today,30.58,30.99
most,most,31.009999,31.339999
exercises,exercises,31.369999999999997,31.979999999999997
are,are,32.059999,32.209998999999996
30,<unk>,32.25,32.56
seconds,seconds,32.57,32.94
with,with,32.94,33.099999999999994
five,five,33.11,33.42
seconds,seconds,33.42,33.75
rest,rest,33.75,33.95
in,in,33.95,34.040000000000006
between,between,34.039999,34.529999000000004
let's,let's,34.779999000000004,34.97999900000001
start,start,34.989999999999995,35.279999999999994
with,with,35.279999000000004,35.489999000000005
butt,butt,35.5,35.75
kickers,<unk>,35.76,36.31
kick,kick,39.89,40.08
up,up,40.08,40.23
your,your,40.230000000000004,40.31
legs,legs,40.31,40.57
behind,behind,40.57,40.94
you,you,40.94,40.96
fast,fast,41.72,41.82
load,load,41.82,41.9
and,and,42.07,42.24
bring,bring,42.24,42.46
up,up,42.46,42.63
the,the,42.63,42.78
speed,speed,42.8,43.239999999999995
for,for,43.58,43.72
low,low,43.72,43.9
impact,impact,43.9,44.33
you,you,44.349999,44.469998999999994
can,can,44.47,44.65
just,just,44.65,44.86
take,take,44.88,45.11
it,it,45.11,45.24
slow,slow,65.66,65.73
now,now,69.53999999999999,69.75999999999999
with,with,69.759999,70.019999
lunch,lunch,70.029999,70.42999900000001
tab,tab,70.43,70.74000000000001
lunch,lunch,70.77,71.14999999999999
slightly,slightly,71.15,71.57000000000001
to,to,71.57,71.71
one,one,71.709999,71.94999899999999
side,side,71.94999899999999,72.259999
and,,,
touch,touch,72.469999,72.709999
your,your,72.709999,72.859999
toe,toe,72.92,73.13
with,with,73.139999,73.329999
your,your,73.33,73.47
opposite,opposite,73.51,73.88000000000001
hand,hand,73.88,74.28
now,now,104.62,104.91
we,we,104.909999,104.979999
have,,,
snowboarding,<unk>,105.27,105.83999999999999
jump,jump,105.839999,106.159999
squats,squats,106.16,106.49
Luis,luis,106.779999,106.89999900000001
squats,squats,107.1,107.53
and,and,107.609999,107.729999
take,take,107.73,107.97
a,a,107.969999,107.979999
90,<unk>,107.98,108.46000000000001
degrees,degrees,108.49,108.74
jump,jump,108.74,109.03999999999999
to,to,109.04,109.16000000000001
the,the,109.16,109.28
other,other,109.31,109.58
side,side,109.6,110.02
then,then,110.3,110.53
do,do,110.53,110.68
another,another,110.68,111.05000000000001
squat,squat,111.06,111.46000000000001
and,and,111.56,111.77
repeat,repeat,111.77,112.22
for,for,112.41,112.6
low,low,112.6,112.78
impact,impact,112.78,113.14
you,you,113.17,113.28
can,can,113.28,113.4
just,just,113.4,113.63000000000001
do,do,113.63,113.83
the,the,113.83,113.95
squat,squat,134.97,135.09
get,get,139.49,139.74
ready,ready,139.74,140.04000000000002
for,for,140.059999,140.229999
some,some,140.27,140.63000000000002
high,high,140.69,141.0
knees,knees,141.0,141.35
bring,bring,141.42,141.6
your,your,141.599999,141.719999
knee,knee,141.719999,141.929999
up,up,141.96,142.17000000000002
to,to,142.17000000000002,142.3
a,a,142.299999,142.369999
hip,hip,142.369999,142.60999900000002
level,level,142.690001,143.210001
and,and,143.440001,143.61000099999998
get,get,143.609999,143.76999899999998
your,your,143.77,143.92000000000002
core,core,143.99,144.32000000000002
and,and,144.35,144.54
do,do,144.55,144.70000000000002
it,it,144.7,144.76
as,as,144.79,145.06
fast,fast,145.07,145.39
as,as,145.44,145.64
you,you,145.64,145.76
can,can,145.76,146.07999999999998
you,you,146.12,146.39000000000001
can,can,146.39,146.70999999999998
do,do,146.72,146.98
it,it,146.98,147.29999999999998
for,for,147.53,147.7
low,low,147.71,147.92000000000002
impact,impact,147.92,148.35999999999999
just,just,148.4,148.69
raise,raise,148.69,148.89
the,the,148.89,148.98
knee,knee,148.98,149.17999999999998
up,up,149.2,149.39
without,without,149.4,149.75
the,the,149.75,149.86
jump,jump,149.9,150.18
now,now,174.83,175.15
we,we,175.15,175.28
have,have,175.28,175.39000000000001
double,double,175.42,175.72
hop,hop,175.719999,176.059999
burpees,<unk>,176.11,176.34
starting,starting,177.07,177.45999999999998
high,high,177.46,177.71
playing,playing,177.71,178.05
then,then,178.049999,178.22999900000002
jumbo,jumbo,178.23,178.60999999999999
feet,feet,178.609999,178.819999
in,in,178.879999,179.229999
and,and,179.32,179.53
out,out,179.529999,179.769999
and,and,179.82999999999998,180.01999999999998
eat,eat,180.02,180.21
again,again,180.25,180.68
then,then,180.7,180.95
get,get,180.95,181.14999999999998
up,up,181.16,181.39
and,and,181.81,182.05
do,do,182.05,182.24
another,another,182.28,182.63
jump,jump,182.63,182.93
off,off,182.96,183.20000000000002
the,the,183.2,183.32
ground,ground,183.33,183.74
for,for,184.14,184.33999999999997
low,low,184.34,184.54
impact,impact,184.54,184.94
just,just,184.97,185.2
do,do,185.24,185.42000000000002
burpees,<unk>,185.67000000000002,185.93
with,with,185.94000000000003,186.07000000000002
other,other,186.07000000000002,186.26000000000002
job,job,186.26000000000002,186.50000000000003
now,now,209.72999900000002,210.07999900000002
we,we,210.08,210.22000000000003
have,have,210.21999900000003,210.339999
jumping,jumping,210.4,210.93
jacks,jacks,210.939999,211.279999
let's,let's,211.52,211.76000000000002
do,do,211.759999,211.939999
this,this,211.94,212.10999999999999
as,as,212.13,212.35999999999999
fast,fast,212.38,212.69
as,as,212.719999,212.879999
you,you,212.88,213.0
can,can,213.0,213.31
and,and,213.339999,213.469999
make,make,213.469999,213.749999
sure,sure,213.75,214.05
your,your,214.049999,214.209999
coils,coils,214.209999,214.66999900000002
tight,tight,214.74,215.08
work,work,215.539999,215.919999
those,those,215.99,216.4
muscles,muscles,216.44,217.03
now,now,244.789999,245.149999
we,we,245.15,245.28
have,,,
squat,squat,245.45,245.72
with,with,245.719999,245.899999
oblique,oblique,245.95,246.38
crunch,crunch,246.38,246.78
for,for,246.799999,246.969999
one,one,246.969999,247.369999
whole,whole,247.37,247.69
minute,minute,247.69,248.09
squat,squat,248.469999,248.779999
down,down,248.79,249.13
and,and,249.13,249.28
do,do,249.28,249.38
a,a,249.38,249.46
twister,twister,249.46,249.89000000000001
punch,punch,249.889999,250.29999899999999
as,as,250.32999999999998,250.48999999999998
you,you,250.49,250.61
get,get,250.609999,250.889999
up,up,250.889999,251.159999
this,this,251.24,251.5
works,works,251.5,251.78
your,your,251.779999,251.88999900000002
legs,legs,251.889999,252.36999899999998
butt,butt,252.57,252.84
and,and,252.91,253.07
abs,abs,253.1,253.32999999999998
at,at,253.37,253.46
the,the,253.46,253.54000000000002
same,same,253.54,253.76999999999998
time,time,256.60999999999996,256.64
super,super,285.739999,285.819999
amazing,,,
all,,,
right,,,
now,now,310.0,310.25
we,we,310.25,310.4
have,have,310.4,310.58
a,a,310.58,310.63
15,<unk>,310.63,311.06
seconds,seconds,311.07,311.48
break,break,311.48,311.84000000000003
and,and,311.88,312.08
you,you,312.08,312.14
can,can,312.15,312.29999999999995
take,take,312.3,312.55
a,a,312.55,312.61
longer,longer,312.61,312.89
break,break,312.89,313.12
if,if,313.15,313.29999999999995
you,you,313.3,313.42
want,want,313.42,313.73
to,to,313.74,314.03000000000003
we,we,314.15,314.29999999999995
have,have,314.3,314.43
push,push,314.429999,314.71999900000003
up,up,314.72,314.93
toe,toe,314.94,315.19
tap,tap,315.19,315.52
next,next,315.52,316.06
start,start,316.09,316.42999999999995
with,with,316.429999,316.58999900000003
push,push,316.61,316.90000000000003
up,up,316.9,317.10999999999996
and,and,317.13,317.32
then,then,317.32,317.49
touch,touch,317.49,317.77
your,your,317.77,317.88
toe,toe,317.88,318.15
with,with,318.15,318.32
your,your,318.32,318.42
opposite,opposite,318.45,318.86
hand,hand,318.86,319.24
if,if,319.299999,319.429999
you,you,319.429999,319.499999
can't,can't,319.5,319.7
do,do,319.7,319.82
a,a,319.82,319.90999999999997
regular,regular,319.91,320.26000000000005
push,push,320.259999,320.559999
up,up,320.559999,320.739999
you,you,320.759999,320.839999
can,can,320.839999,320.959999
start,start,320.96,321.27
with,with,321.27,321.45
just,just,321.46,321.72999999999996
toe,toe,321.75,321.97
tap,tap,321.969999,322.199999
only,only,322.21999900000003,322.50999900000005
that,that,322.51,322.7
eventually,eventually,322.699999,323.40999899999997
you,you,323.42,323.54
can,can,323.539999,323.569999
add,add,323.709999,323.899999
some,some,323.91,324.12
push,push,324.139999,324.389999
ups,ups,324.389999,324.569999
or,or,324.73,325.0
you,you,325.0,325.13
can,can,325.13,325.29
try,try,325.29,325.53000000000003
knee,knee,325.53,325.71999999999997
push,push,325.72,326.01000000000005
ups,ups,326.01,326.32
now,now,336.27,336.46
flip,flip,355.12,355.38
around,around,355.38,355.69
and,and,355.71,355.82
have,have,355.849999,355.96999900000003
your,your,356.049999,356.169999
elbow,elbow,356.23,356.65000000000003
resting,resting,356.65,357.03
on,on,357.03,357.14
a,a,357.139999,357.209999
mat,mat,357.21,357.53
we,we,357.549999,357.64999900000004
are,are,357.65,357.65999999999997
doing,doing,357.849999,358.159999
bicycles,bicycles,358.16,358.86
next,next,358.91,359.36
this,this,359.43,359.74
works,works,359.799999,360.369999
your,your,360.4,360.47999999999996
abs,abs,360.52,360.94
so,so,360.949999,361.22999899999996
keep,keep,361.26,361.56
pushing,pushing,361.67,362.13
now,now,389.859999,390.109999
we,we,390.109999,390.179999
have,,,
up,,,
and,and,390.65,390.82
down,down,390.82,391.05
with,with,391.049999,391.21999900000003
two,two,391.29,391.68
jacks,jacks,391.74,392.2
make,make,392.27,392.49
sure,sure,392.49,392.67
your,your,392.77,392.79999999999995
core,core,392.799999,393.159999
is,is,393.16,393.32000000000005
engaged,engaged,393.349999,394.00999900000005
come,come,394.26,394.45
on,on,394.449999,394.549999
guys,guys,394.549999,394.89999900000004
you,you,394.93,395.12
can,can,395.119999,395.319999
do,do,395.32,395.53
it,it,395.67999999999995,395.78
now,now,424.94,425.52
we,we,425.53,425.71999999999997
have,have,425.719999,425.86999899999995
be,be,425.9,426.15
up,up,426.15,426.38
with,with,426.41,426.64000000000004
straight,straight,426.679999,427.049999
leg,leg,427.049999,427.319999
crunch,crunch,427.32,427.83
try,try,428.12,428.35
your,your,428.349999,428.45999900000004
best,best,428.46,428.72999999999996
to,to,428.74,428.89
do,do,428.889999,429.059999
this,this,429.059999,429.239999
in,in,429.25,429.43
good,good,429.429999,429.629999
form,form,429.71,430.0
and,and,430.039999,430.20999900000004
I,i,430.209999,430.29999899999996
hope,hope,430.299999,430.559999
your,your,430.58,430.76
ass,ass,430.809999,431.069999
is,is,431.1,431.25
on,on,431.289999,431.549999
fire,fire,431.65,432.15
right,right,432.15,432.39
now,now,432.38,432.85
mountain,mountain,459.92,460.41
climbers,climbers,460.41,460.81
is,is,460.83,461.06
next,next,461.059999,461.52999900000003
tighten,tighten,461.639999,462.019999
up,up,462.02,462.19
their,their,462.19,462.35
ass,ass,462.389999,462.719999
and,and,462.77,462.97999999999996
crank,crank,462.98,463.38
up,up,463.38,463.54
the,the,463.57,463.69
speed,speed,463.759999,464.03999899999997
guys,guys,464.059999,464.519999
we're,we're,464.599999,464.82999900000004
halfway,halfway,464.839999,465.29999899999996
through,through,465.299999,465.539999
the,the,465.54,465.67
workout,workout,465.67,466.3
let's,let's,466.359999,466.699999
smash,smash,466.709999,467.119999
this,this,467.119999,467.33999900000003
next,next,494.929999,495.19999900000005
we,we,495.32999900000004,495.46999900000003
side,side,495.639999,495.949999
plank,plank,495.95,496.34999999999997
with,with,496.36,496.58000000000004
a,a,496.58,496.69
kick,kick,496.74,497.07
down,down,497.15,497.53999999999996
tabletop,tabletop,497.58,498.19
with,with,498.25,498.45
the,the,498.49,498.62
Cape,cape,498.719999,498.91999899999996
start,start,499.559999,499.749999
in,in,499.759999,499.889999
a,a,499.889999,499.959999
site,site,499.96,500.21999999999997
playing,playing,500.219999,500.59999899999997
then,then,500.61,500.83000000000004
kick,kick,500.83,501.10999999999996
the,the,501.11,501.25
top,top,501.259999,501.519999
light,light,501.52,501.71999999999997
in,in,501.719999,501.819999
front,front,501.82,502.05
of,of,502.049999,502.179999
you,,,
then,then,502.559999,502.819999
bring,bring,502.83,503.08
the,the,503.08,503.2
leg,leg,503.199999,503.449999
back,back,503.449999,503.819999
and,and,503.869999,504.08999900000003
get,get,504.09,504.31
into,into,504.32,504.67
a,a,504.67,504.75
tabletop,tabletop,504.75,505.34
position,position,505.34,505.91999999999996
and,and,505.98,506.22
kick,kick,506.22,506.5
the,the,506.5,506.64
other,other,506.64,506.90999999999997
leg,leg,506.91,507.12
up,up,507.16,507.40000000000003
touching,touching,507.42,507.84000000000003
your,your,507.84,508.01
hand,hand,508.01,508.39
if,if,508.45,508.68
this,this,508.68,508.88
is,is,508.88,509.03
too,too,509.03,509.22999999999996
hot,hot,509.23,509.54
you,you,509.54,509.61
can,can,509.61,509.76
do,do,509.76,509.9
a,a,509.93,510.02
side,side,510.02,510.29999999999995
plank,plank,510.3,510.64
hole,hole,510.64,511.05
now,now,529.99,530.25
let's,let's,530.25,530.48
do,do,530.48,530.59
the,the,530.59,530.74
same,same,530.74,531.04
on,on,531.07,531.2700000000001
the,the,531.27,531.4399999999999
other,other,531.469999,531.6899990000001
side,side,531.69,532.11
do,do,532.24,532.4300000000001
it,it,532.429999,532.539999
slow,slow,532.55,533.0
and,and,533.05,533.25
steady,steady,533.25,533.61
if,if,533.62,533.69
you,you,533.69,533.71
need,need,533.92,534.17
to,to,534.17,534.25
the,the,534.25,534.34
exercise,exercise,534.38,535.0300000000001
now,now,564.96,565.3100000000001
we,we,565.31,565.4399999999999
have,have,565.44,565.61
walking,walking,565.61,566.16
plank,plank,566.19,566.7
walk,walk,567.059999,567.3499989999999
both,both,567.37,567.63
legs,legs,567.65,567.93
and,and,567.96,568.14
hands,hands,568.139999,568.429999
a,a,568.5,568.57
site,site,568.57,568.87
to,to,568.889999,569.029999
site,site,569.03,569.37
make,make,569.4,569.64
sure,sure,569.639999,569.869999
your,your,569.87,570.02
butt,butt,570.02,570.3
is,is,570.34,570.5400000000001
not,not,570.559999,570.799999
poking,poking,570.82,571.19
up,up,571.19,571.3900000000001
and,and,571.42,571.61
squeeze,squeeze,571.61,572.25
those,those,572.29,572.5999999999999
abs,abs,572.61,572.64
let's,let's,599.93,600.13
take,take,600.13,600.36
a,a,600.36,600.45
quick,quick,600.46,600.74
15,<unk>,600.96,601.08
second,,,
break,break,601.4,601.68
you,you,601.7,601.8000000000001
can,can,601.8,601.9599999999999
also,also,601.96,602.3100000000001
take,take,602.309999,602.529999
a,a,602.53,602.5899999999999
longer,longer,602.59,602.82
break,break,602.82,603.0100000000001
if,if,603.02,603.14
you,you,603.139999,603.229999
want,want,603.23,603.49
to,to,603.49,603.76
let's,let's,611.32,611.58
do,do,611.58,611.7700000000001
some,some,611.77,612.01
squats,squats,612.029999,612.469999
oblique,oblique,612.54,612.89
crunch,crunch,612.9,613.26
for,for,613.27,613.4499999999999
another,another,613.49,613.86
30,<unk>,613.94,614.25
seconds,seconds,614.26,614.75
squat,squat,614.86,615.23
low,low,615.24,615.47
guys,guys,615.47,615.84
work,work,615.94,616.22
those,those,616.23,616.48
legs,legs,616.5,616.79
and,and,616.79,617.01
back,back,617.01,617.27
and,and,617.44,617.58
also,also,617.58,617.7900000000001
your,your,617.79,617.89
abs,abs,618.05,618.15
now,now,645.009999,645.3199989999999
squat,squat,645.33,645.6
a,a,645.78,645.86
little,little,645.86,646.29
and,and,646.289999,646.489999
take,take,646.49,646.72
a,a,646.719999,646.769999
